name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,rating_bucket,salary_million,position_group,bmi
Ronald Holland II,United States,None,Detroit Pistons,0,SF,PF,Rim Attacker,"6'8""",203,206.0,93.0,"7'0""",213.0,,1.0,"July 7, 2005","Duncanville, Texas",NBA G League Ignite,76,76.0,98.0,70.0,59.0,79.0,90.0,60.0,79.0,85.0,86.0,59.0,80.0,90.0,75.0,80.0,57.0,84.0,55.0,80.0,40.0,42.0,42.0,35.0,80.0,62.0,60.0,75.0,79.0,60.0,37.0,61.0,65.0,70.0,56.0,51.0,67.0,65.0,55.0,53.0,42.0,64.0,95.0,83.0,2493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,22.567885656046016
Royce O’Neale,United States,None,Phoenix Suns,0,SF,PF,2-Way Stretch Four,"6'6""",198,226.0,102.0,"6'10""",208.0,,10.0,"June 5, 1993","Killeen, Texas",Baylor,77,74.0,65.0,70.0,86.0,73.0,75.0,75.0,74.0,62.0,83.0,67.0,65.0,80.0,80.0,82.0,63.0,80.0,55.0,70.0,54.0,52.0,59.0,59.0,75.0,60.0,60.0,68.0,62.0,63.0,47.0,69.0,68.0,80.0,53.0,56.0,80.0,68.0,75.0,55.0,41.0,69.0,70.0,78.0,2505.0,,,,silver,,,,,,,,,,,,,,,silver,,,,,,,bronze,,,,,silver,,,,,,,,bronze,silver,Good,,Wing,26.017753290480563
Rudy Gobert,France,None,Minnesota Timberwolves,27,C,None,Defensive Anchor,"7'1""",216,258.0,116.0,"7'9""",236.0,,12.0,"June 26, 1992","Saint-Quentin, France",France,84,59.0,64.0,54.0,25.0,68.0,85.0,60.0,75.0,48.0,65.0,87.0,57.0,90.0,95.0,81.0,71.0,60.0,90.0,75.0,65.0,58.0,65.0,70.0,85.0,44.0,68.0,35.0,25.0,58.0,34.0,78.0,95.0,64.0,40.0,80.0,95.0,74.0,95.0,84.0,83.0,84.0,90.0,87.0,2554.0,,,,,,silver,,bronze,,bronze,,,bronze,,,gold,,,,,,,,,,,,gold,,,,,hof,,gold,gold,silver,gold,,silver,Great,,Big,24.862825788751714
Rui Hachimura,Japan,None,Los Angeles Lakers,28,SF,PF,Shot-Creating 3-Level Threat,"6'8""",203,230.0,104.0,"7'2""",218.0,,6.0,"February 8, 1998","Toyama, Japan",Gonzaga,81,84.0,83.0,83.0,85.0,77.0,85.0,90.0,80.0,72.0,74.0,79.0,80.0,90.0,85.0,80.0,74.0,73.0,80.0,80.0,74.0,70.0,72.0,60.0,85.0,55.0,51.0,72.0,67.0,54.0,32.0,50.0,60.0,54.0,40.0,53.0,59.0,50.0,35.0,54.0,50.0,57.0,85.0,82.0,2558.0,,,,bronze,,silver,,,,bronze,silver,,,,silver,,,bronze,silver,,,,bronze,,,,,,,,bronze,,,,,,,,silver,bronze,Great,,Wing,25.237205464825653
Ryan Dunn,United States,None,Phoenix Suns,0,SF,PF,Versatile Stopper,"6'8""",203,208.0,94.0,"7'0""",213.0,,1.0,"January 7, 2003","Brookville, New York",Virginia,77,69.0,97.0,66.0,75.0,48.0,70.0,60.0,82.0,83.0,90.0,65.0,79.0,88.0,90.0,80.0,54.0,75.0,55.0,80.0,38.0,37.0,37.0,30.0,80.0,57.0,60.0,69.0,69.0,55.0,31.0,72.0,76.0,80.0,42.0,67.0,80.0,80.0,80.0,59.0,58.0,59.0,75.0,80.0,2484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,bronze,,,,bronze,,,,,,Good,,Wing,22.8105510932078
Ryan Rollins,United States,None,Milwaukee Bucks,13,PG,SG,Perimeter Threat,"6'3""",191,180.0,81.0,"6'10""",208.0,,3.0,"July 3, 2002","Detroit, Michigan",Toledo,77,80.0,80.0,74.0,85.0,84.0,80.0,75.0,76.0,86.0,86.0,39.0,80.0,85.0,79.0,80.0,57.0,78.0,25.0,65.0,40.0,42.0,42.0,77.0,85.0,74.0,70.0,78.0,82.0,70.0,72.0,57.0,43.0,60.0,76.0,61.0,59.0,52.0,45.0,47.0,40.0,53.0,80.0,77.0,2485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,22.20333872426743
Saddiq Bey,United States,None,New Orleans Pelicans,14,SF,PF,Perimeter Defender,"6'7""",201,215.0,97.0,"6'11""",211.0,,5.0,"April 9, 1999","Charlotte, North Carolina",Villanova,77,76.0,71.0,71.0,74.0,80.0,75.0,85.0,77.0,63.0,79.0,69.0,70.0,87.0,90.0,81.0,61.0,80.0,45.0,60.0,43.0,42.0,52.0,84.0,84.0,61.0,64.0,76.0,57.0,75.0,31.0,62.0,64.0,75.0,40.0,37.0,77.0,72.0,70.0,63.0,66.0,59.0,35.0,80.0,2463.0,bronze,,,silver,,,,,,,bronze,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,bronze,bronze,Good,,Wing,24.009306700329205
Sam Hauser,United States,None,Boston Celtics,30,SF,PF,Catch & Shoot Ace,"6'7""",201,217.0,98.0,"6'9""",206.0,,4.0,"December 8, 1997","Green Bay, Wisconsin",Virginia,78,88.0,89.0,95.0,87.0,89.0,80.0,85.0,72.0,61.0,62.0,66.0,62.0,85.0,88.0,80.0,56.0,60.0,40.0,60.0,44.0,45.0,45.0,55.0,95.0,48.0,50.0,43.0,55.0,60.0,31.0,47.0,48.0,55.0,42.0,45.0,52.0,44.0,45.0,49.0,41.0,57.0,70.0,78.0,2289.0,bronze,bronze,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,Good,,Wing,24.256825326105798
Sam Merrill,United States,None,Cleveland Cavaliers,5,SG,PG,Perimeter Shot Creator,"6'4""",193,205.0,92.0,"6'5""",196.0,,5.0,"May 15, 1996","Salt Lake City, Utah",Utah State,75,84.0,70.0,81.0,84.0,97.0,85.0,85.0,66.0,62.0,68.0,52.0,60.0,80.0,60.0,79.0,50.0,64.0,30.0,45.0,30.0,44.0,48.0,55.0,80.0,65.0,74.0,76.0,60.0,79.0,38.0,55.0,42.0,68.0,49.0,47.0,62.0,62.0,55.0,44.0,41.0,47.0,60.0,75.0,2294.0,silver,bronze,bronze,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,24.69864962817794
Sandro Mamukelashvili,Georgia,United States,Toronto Raptors,54,PF,C,Stretch Five,"6'9""",206,240.0,108.0,"7'1""",216.0,,4.0,"May 23, 1999","New York, New York",Seton Hall,78,78.0,84.0,69.0,83.0,73.0,90.0,70.0,73.0,59.0,59.0,73.0,69.0,85.0,85.0,80.0,65.0,69.0,65.0,65.0,62.0,60.0,63.0,54.0,85.0,56.0,62.0,59.0,49.0,69.0,41.0,56.0,65.0,50.0,46.0,63.0,68.0,52.0,45.0,73.0,70.0,75.0,90.0,80.0,2486.0,,,,silver,,bronze,,,,silver,bronze,,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,bronze,bronze,silver,,,Good,,Wing,25.45008954661137
Santi Aldama,Spain,None,Memphis Grizzlies,7,PF,SF,Inside-Out Scoring Threat,"7'0""",213,215.0,97.0,"6'11""",211.0,,4.0,"January 10, 2001","Las Palmas, Spain",Loyola,80,81.0,94.0,72.0,81.0,70.0,80.0,90.0,70.0,59.0,60.0,70.0,59.0,80.0,80.0,79.0,72.0,79.0,70.0,65.0,72.0,71.0,72.0,55.0,95.0,64.0,70.0,68.0,54.0,70.0,60.0,59.0,65.0,63.0,42.0,56.0,74.0,59.0,55.0,67.0,57.0,77.0,80.0,81.0,2584.0,,,,silver,,,,,,bronze,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,bronze,,,Great,,Wing,21.38023760717671
Scoot Henderson,United States,None,Portland Trail Blazers,0,PG,SG,3-Level Slasher,"6'3""",191,195.0,88.0,"6'9""",206.0,,2.0,"February 3, 2004","Marietta, Georgia",NBA G League Ignite,80,77.0,76.0,77.0,77.0,77.0,70.0,85.0,82.0,90.0,89.0,53.0,90.0,95.0,80.0,80.0,61.0,83.0,35.0,92.0,44.0,44.0,44.0,49.0,95.0,81.0,79.0,86.0,90.0,77.0,74.0,55.0,41.0,66.0,56.0,42.0,65.0,67.0,50.0,44.0,40.0,47.0,85.0,86.0,2576.0,,,,,,,silver,,,,bronze,,,,bronze,,bronze,silver,silver,bronze,bronze,silver,bronze,,silver,,,,,,,,,,,,,,,silver,Great,,Guard,24.12214577451276
Scottie Barnes,United States,None,Toronto Raptors,4,PF,SF,2-Way Inside-the-Arc Creator,"6'7""",201,225.0,101.0,"7'3""",221.0,,4.0,"August 1, 2001","West Palm Beach, Florida",Florida State,85,78.0,85.0,85.0,67.0,77.0,85.0,70.0,84.0,82.0,82.0,74.0,92.0,88.0,90.0,80.0,76.0,86.0,80.0,80.0,60.0,62.0,62.0,84.0,95.0,77.0,77.0,79.0,77.0,80.0,73.0,77.0,80.0,80.0,66.0,67.0,80.0,78.0,85.0,63.0,51.0,75.0,90.0,90.0,2894.0,,,,bronze,,,silver,,bronze,bronze,silver,,,,,,,bronze,bronze,,,,silver,,bronze,,,silver,bronze,,bronze,bronze,bronze,,bronze,,,,,bronze,Great,,Wing,24.999381203435565
Scotty Pippen Jr.,United States,None,Memphis Grizzlies,1,PG,None,Playmaking Inside-Out Threat,"6'1""",185,170.0,77.0,"6'5""",196.0,,3.0,"November 10, 2000","Portland, Oregon",Vanderbilt,79,80.0,88.0,57.0,83.0,71.0,90.0,90.0,74.0,82.0,82.0,39.0,79.0,82.0,75.0,80.0,51.0,82.0,25.0,65.0,25.0,36.0,31.0,70.0,72.0,82.0,85.0,86.0,82.0,85.0,73.0,57.0,31.0,62.0,90.0,56.0,54.0,55.0,50.0,51.0,45.0,56.0,95.0,79.0,2488.0,,,,,,,,,,,,,,,,,,bronze,bronze,bronze,,,,,silver,,bronze,,,bronze,,,,bronze,,,,,,,Good,,Guard,22.498173849525198
Shaedon Sharpe,Canada,None,Portland Trail Blazers,17,SG,SF,Inside The Arc Menace,"6'5""",196,200.0,90.0,"7'0""",213.0,,3.0,"May 30, 2003","London, Canada",Kentucky,81,83.0,79.0,89.0,73.0,80.0,80.0,95.0,83.0,89.0,89.0,50.0,96.0,94.0,85.0,80.0,62.0,85.0,40.0,95.0,35.0,37.0,33.0,82.0,88.0,71.0,67.0,83.0,84.0,67.0,54.0,55.0,49.0,69.0,41.0,42.0,65.0,75.0,45.0,49.0,41.0,56.0,75.0,85.0,2572.0,,,,bronze,bronze,,bronze,,bronze,,silver,,,,gold,,,bronze,,,,,bronze,,,,,bronze,,,,,,,,,,,,gold,Great,,Guard,23.427738442315704
Shai Gilgeous-Alexander,Canada,None,Oklahoma City Thunder,2,PG,SG,All-Around Star,"6'6""",198,195.0,88.0,"7'0""",213.0,,7.0,"July 12, 1998","Toronto, Canada",Kentucky,98,94.0,97.0,97.0,82.0,90.0,98.0,98.0,85.0,86.0,86.0,62.0,85.0,98.0,98.0,80.0,77.0,97.0,40.0,75.0,66.0,73.0,72.0,98.0,98.0,93.0,97.0,95.0,85.0,98.0,88.0,84.0,69.0,88.0,90.0,70.0,89.0,95.0,85.0,47.0,38.0,56.0,98.0,98.0,3115.0,gold,,silver,gold,gold,,gold,,gold,,gold,,,,,,silver,gold,gold,silver,silver,silver,gold,gold,gold,silver,gold,,bronze,gold,silver,silver,,gold,,,,,silver,silver,Elite,,Guard,22.44668911335578
Sidy Cissoko,France,None,Portland Trail Blazers,91,SF,PF,Ball Hawk,"6'6""",198,200.0,90.0,"6'10""",208.0,,2.0,"April 2, 2004","Saint-Maurice, France",NBA G League Ignite,70,59.0,66.0,67.0,60.0,65.0,60.0,35.0,77.0,74.0,75.0,58.0,80.0,89.0,80.0,80.0,58.0,70.0,50.0,75.0,48.0,47.0,47.0,40.0,85.0,59.0,61.0,68.0,66.0,60.0,38.0,61.0,59.0,66.0,73.0,57.0,68.0,54.0,50.0,54.0,55.0,52.0,65.0,76.0,2319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,22.95684113865932
Simone Fontecchio,Italy,None,Miami Heat,19,SF,PF,Catch & Shoot Threat,"6'7""",201,209.0,94.0,"6'11""",211.0,,8.0,"December 9, 1995","Pescara, Italy",Italy,74,78.0,84.0,81.0,76.0,82.0,75.0,70.0,70.0,55.0,66.0,62.0,55.0,80.0,95.0,80.0,58.0,79.0,40.0,65.0,50.0,50.0,50.0,60.0,69.0,52.0,55.0,58.0,52.0,60.0,33.0,52.0,51.0,65.0,40.0,50.0,64.0,47.0,45.0,55.0,47.0,62.0,70.0,76.0,2299.0,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,Good,,Wing,23.266750822999438
Spencer Dinwiddie,United States,None,Charlotte Hornets,26,PG,SG,3-Level Scoring Playmaker,"6'5""",196,215.0,97.0,"6'8""",203.0,,11.0,"April 6, 1993","Los Angeles, California",Colorado,79,74.0,86.0,90.0,77.0,81.0,50.0,60.0,77.0,82.0,82.0,45.0,75.0,95.0,85.0,77.0,63.0,83.0,35.0,55.0,49.0,52.0,52.0,80.0,98.0,84.0,88.0,88.0,82.0,90.0,71.0,57.0,42.0,74.0,46.0,42.0,68.0,59.0,70.0,39.0,30.0,48.0,80.0,81.0,2548.0,bronze,bronze,,,,,,,silver,,,,,,,,bronze,silver,,silver,,,,,silver,,,,,,,,,,,,,,,,Good,,Guard,25.249895876718035
Spencer Jones,United States,None,Denver Nuggets,21,SF,SG,Catch & Shoot Threat,"6'7""",201,225.0,101.0,"6'11""",211.0,,1.0,"June 14, 2001","Roeland Park, Kansas",Stanford,67,66.0,63.0,72.0,79.0,72.0,60.0,50.0,67.0,67.0,60.0,50.0,68.0,80.0,65.0,80.0,54.0,66.0,40.0,65.0,40.0,40.0,45.0,49.0,88.0,55.0,54.0,68.0,60.0,57.0,38.0,47.0,40.0,57.0,58.0,30.0,56.0,50.0,40.0,50.0,62.0,38.0,50.0,71.0,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,24.999381203435565
Stephen Curry,United States,None,Golden State Warriors,30,PG,SG,Offensive Architect,"6'2""",188,185.0,83.0,"6'4""",193.0,,16.0,"March 14, 1988","Akron, Ohio",Davidson,94,92.0,93.0,97.0,99.0,94.0,75.0,95.0,82.0,84.0,84.0,48.0,73.0,98.0,98.0,86.0,58.0,96.0,25.0,36.0,35.0,52.0,35.0,85.0,98.0,89.0,93.0,97.0,84.0,97.0,76.0,62.0,30.0,75.0,49.0,51.0,78.0,85.0,65.0,46.0,33.0,58.0,70.0,99.0,2726.0,hof,hof,hof,hof,hof,,hof,,gold,,gold,,,,,,gold,silver,silver,bronze,gold,gold,gold,gold,gold,,bronze,,,bronze,,,,bronze,,,,,gold,,Elite,,Guard,23.48347668628339
Stephon Castle,United States,None,San Antonio Spurs,5,SG,PG,Defensive Menace,"6'6""",198,205.0,92.0,"6'11""",211.0,,1.0,"November 1, 2004","Covington, Georgia",UConn,82,78.0,78.0,60.0,74.0,72.0,95.0,90.0,81.0,82.0,93.0,59.0,72.0,90.0,90.0,80.0,61.0,84.0,40.0,88.0,39.0,38.0,39.0,75.0,85.0,79.0,79.0,83.0,80.0,80.0,71.0,68.0,64.0,83.0,49.0,45.0,77.0,75.0,80.0,49.0,47.0,50.0,95.0,93.0,2674.0,,,,,,,bronze,,gold,,silver,,,,,,,bronze,bronze,,,silver,silver,bronze,silver,bronze,,,,,silver,bronze,,silver,,,,,,,Great,,Guard,23.46699316396286
Steven Adams,New Zealand,None,Houston Rockets,12,C,None,Defensive Anchor,"6'11""",211,265.0,119.0,"7'5""",226.0,,12.0,"July 20, 1993","Rotorua, New Zealand",Pittsburgh,77,53.0,92.0,65.0,26.0,42.0,40.0,50.0,76.0,48.0,63.0,96.0,68.0,88.0,90.0,82.0,70.0,69.0,70.0,70.0,79.0,62.0,78.0,49.0,79.0,49.0,69.0,35.0,33.0,68.0,42.0,67.0,80.0,55.0,42.0,72.0,80.0,70.0,70.0,89.0,97.0,80.0,40.0,83.0,2422.0,,,,,,,,bronze,,silver,,,silver,,,bronze,,,,,,,,,,,,,,,,,bronze,,bronze,gold,gold,gold,,,Good,,Big,26.7289593674895
Svi Mykhailiuk,Ukraine,None,Utah Jazz,19,SG,SF,Catch & Shoot Threat,"6'7""",201,205.0,92.0,"6'5""",196.0,,7.0,"June 10, 1997","Cherkasy, Ukraine",Kansas,72,73.0,83.0,79.0,76.0,79.0,70.0,50.0,73.0,82.0,82.0,54.0,69.0,81.0,65.0,79.0,53.0,70.0,40.0,55.0,42.0,47.0,38.0,39.0,94.0,66.0,69.0,64.0,75.0,64.0,58.0,45.0,37.0,55.0,41.0,45.0,50.0,54.0,30.0,45.0,41.0,48.0,70.0,76.0,2251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,22.771713571446256
Taran Armstrong,Australia,None,Golden State Warriors,1,SG,PG,Steady Playmaker,"6'5""",196,190.0,86.0,"6'10""",208.0,,1.0,"January 15, 2002","Tasmania, Australia",California Baptist,67,62.0,71.0,70.0,73.0,80.0,50.0,30.0,72.0,78.0,76.0,46.0,70.0,80.0,75.0,80.0,59.0,70.0,35.0,65.0,59.0,61.0,59.0,45.0,80.0,76.0,75.0,78.0,78.0,78.0,72.0,52.0,48.0,59.0,68.0,55.0,50.0,47.0,40.0,40.0,36.0,43.0,60.0,71.0,2311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Guard,22.38650562265723
Tari Eason,United States,None,Houston Rockets,17,PF,SF,2-Way Inside-Out Threat,"6'8""",203,215.0,97.0,"7'2""",218.0,,3.0,"May 10, 2001","Portsmouth, Virginia",LSU,81,76.0,83.0,68.0,77.0,77.0,80.0,70.0,81.0,80.0,85.0,70.0,80.0,85.0,85.0,80.0,63.0,82.0,35.0,85.0,54.0,52.0,51.0,61.0,80.0,55.0,50.0,70.0,72.0,47.0,35.0,82.0,78.0,85.0,94.0,71.0,84.0,85.0,80.0,69.0,68.0,69.0,80.0,86.0,2674.0,,,,bronze,,bronze,,,,,silver,,,,bronze,,,,,,,,silver,,,gold,silver,silver,silver,silver,gold,gold,,silver,bronze,,silver,,bronze,silver,Great,,Wing,23.538547404693155
Taurean Prince,United States,None,Milwaukee Bucks,12,SF,PF,Catch & Shoot Ace,"6'6""",198,218.0,98.0,"7'0""",213.0,,9.0,"March 22, 1994","San Marcos, Texas",Baylor,76,74.0,73.0,80.0,86.0,83.0,60.0,60.0,79.0,80.0,78.0,60.0,84.0,84.0,85.0,81.0,64.0,76.0,75.0,70.0,52.0,45.0,51.0,55.0,85.0,60.0,68.0,70.0,69.0,55.0,38.0,63.0,64.0,74.0,53.0,40.0,68.0,81.0,60.0,45.0,34.0,55.0,95.0,76.0,2503.0,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,Good,,Wing,24.997449239873482
Taylor Hendricks,United States,None,Utah Jazz,0,PF,SF,3-Level Scoring Threat,"6'9""",206,215.0,97.0,"7'1""",216.0,,2.0,"November 22, 2003","Fort Lauderdale, Florida",UCF,76,79.0,88.0,75.0,81.0,80.0,75.0,75.0,78.0,72.0,75.0,62.0,78.0,92.0,85.0,80.0,64.0,82.0,60.0,75.0,54.0,54.0,54.0,47.0,85.0,57.0,55.0,69.0,69.0,62.0,30.0,63.0,68.0,68.0,46.0,71.0,67.0,62.0,60.0,62.0,62.0,62.0,60.0,81.0,2521.0,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,22.857950796493544
Terance Mann,United States,None,Brooklyn Nets,14,SG,SF,Shot-Creating 3-Level Threat,"6'5""",196,215.0,97.0,"6'8""",203.0,,6.0,"October 18, 1996","Brooklyn, New York",Florida State,77,74.0,94.0,74.0,82.0,66.0,70.0,60.0,75.0,71.0,73.0,50.0,79.0,85.0,90.0,80.0,62.0,83.0,45.0,75.0,47.0,50.0,50.0,72.0,75.0,71.0,79.0,79.0,70.0,83.0,43.0,56.0,54.0,66.0,49.0,51.0,62.0,59.0,50.0,51.0,50.0,52.0,70.0,77.0,2465.0,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,silver,,Good,,Guard,25.249895876718035
Terence Davis,United States,None,Sacramento Kings,9,SF,SG,Perimeter Shot Creator,"6'4""",193,201.0,90.0,"6'9""",206.0,,6.0,"May 16, 1997","Southaven, Mississippi",Mississippi,71,69.0,78.0,76.0,80.0,79.0,40.0,60.0,76.0,73.0,80.0,44.0,76.0,90.0,89.0,80.0,56.0,79.0,40.0,75.0,32.0,49.0,38.0,40.0,95.0,69.0,77.0,79.0,68.0,79.0,42.0,60.0,54.0,64.0,73.0,51.0,60.0,74.0,45.0,52.0,38.0,66.0,40.0,78.0,2381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,24.161722462347985
Terrence Shannon Jr.,United States,None,Minnesota Timberwolves,0,SG,SF,Shot-Creating 3-Level Threat,"6'6""",198,215.0,97.0,"6'8""",203.0,,1.0,"July 30, 2000","Chicago, Illinois",Illinois,75,76.0,80.0,76.0,75.0,81.0,70.0,75.0,80.0,89.0,87.0,58.0,83.0,90.0,75.0,80.0,62.0,80.0,40.0,85.0,47.0,52.0,48.0,59.0,85.0,73.0,68.0,79.0,86.0,68.0,63.0,55.0,49.0,72.0,38.0,57.0,62.0,57.0,50.0,49.0,43.0,55.0,60.0,81.0,2503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,24.742373227221712
Terry Rozier III,United States,None,Miami Heat,2,PG,SG,Inside the Arc Shot Creator,"6'1""",185,190.0,86.0,"6'8""",203.0,,10.0,"March 17, 1994","Youngstown, Ohio",Louisville,75,71.0,85.0,80.0,72.0,86.0,50.0,50.0,83.0,82.0,82.0,62.0,84.0,98.0,92.0,82.0,66.0,84.0,40.0,75.0,45.0,53.0,48.0,85.0,98.0,77.0,75.0,88.0,82.0,78.0,61.0,56.0,55.0,75.0,37.0,51.0,59.0,65.0,50.0,49.0,40.0,57.0,40.0,82.0,2528.0,silver,,silver,bronze,silver,,,,silver,,,,,,,,,bronze,,,,bronze,,,gold,,,,,,,,,,,,,,bronze,,Good,,Guard,25.127830533235937
Thomas Bryant,United States,None,Indiana Pacers,3,C,None,Inside the Arc Threat,"6'10""",208,255.0,115.0,"7'6""",229.0,,8.0,"July 31, 1997","Rochester, New York",Indiana,76,68.0,97.0,85.0,74.0,83.0,25.0,45.0,74.0,62.0,57.0,80.0,52.0,88.0,95.0,82.0,72.0,70.0,75.0,65.0,76.0,76.0,76.0,58.0,78.0,44.0,40.0,53.0,53.0,42.0,34.0,56.0,63.0,40.0,42.0,76.0,79.0,50.0,45.0,73.0,70.0,75.0,90.0,76.0,2427.0,,,,,,,,bronze,,bronze,bronze,,silver,,,silver,,,,,,,,,,,,,,,,,,,,gold,bronze,silver,,,Good,,Big,26.58099112426035
Tidjane Salaun,France,None,Charlotte Hornets,31,PF,SF,Interior Threat,"6'10""",208,203.0,91.0,"7'2""",218.0,,1.0,"August 10, 2005","Paris, France","Cholet Basket (LNB Pro A, France)",73,65.0,45.0,65.0,73.0,72.0,80.0,55.0,79.0,71.0,82.0,60.0,80.0,88.0,90.0,80.0,63.0,75.0,65.0,80.0,52.0,51.0,51.0,47.0,80.0,52.0,47.0,66.0,66.0,45.0,36.0,58.0,69.0,74.0,41.0,51.0,65.0,59.0,50.0,64.0,57.0,70.0,70.0,81.0,2389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,21.033653846153843
Tim Hardaway Jr.,United States,None,Denver Nuggets,8,SG,SF,Inside-Out Shot Creator,"6'5""",196,205.0,92.0,"6'7""",201.0,,12.0,"March 16, 1992","Alameda, California",Michigan,80,84.0,91.0,72.0,85.0,83.0,85.0,90.0,75.0,68.0,75.0,55.0,78.0,85.0,83.0,83.0,58.0,86.0,35.0,78.0,36.0,53.0,38.0,70.0,71.0,68.0,75.0,78.0,68.0,84.0,34.0,49.0,45.0,70.0,36.0,32.0,63.0,58.0,40.0,38.0,30.0,46.0,95.0,80.0,2434.0,bronze,,,silver,bronze,,,,,,,,,,,,,bronze,,,,,bronze,,,,,,,,,,,,,,,,silver,,Great,,Guard,23.94835485214494
T.J. McConnell,United States,None,Indiana Pacers,9,PG,None,2-Way Perimeter Playmaker,"6'1""",185,190.0,86.0,"6'2""",188.0,,10.0,"March 25, 1992","Pittsburgh, Pennsylvania",Arizona,80,83.0,96.0,95.0,75.0,74.0,80.0,75.0,75.0,76.0,82.0,44.0,65.0,85.0,92.0,83.0,48.0,76.0,25.0,25.0,44.0,58.0,38.0,40.0,79.0,82.0,88.0,79.0,73.0,86.0,84.0,73.0,49.0,82.0,89.0,52.0,70.0,87.0,80.0,49.0,42.0,55.0,80.0,80.0,2583.0,,,,,bronze,,,,,,,,,,,,,bronze,,bronze,,,,bronze,silver,,silver,,,bronze,,,,bronze,,,,,,silver,Great,,Guard,25.127830533235937
Tobias Harris,United States,None,Detroit Pistons,12,PF,SF,Slashing Stretch Four,"6'8""",203,226.0,102.0,"6'11""",211.0,,14.0,"July 15, 1992","Islip, New York",Tennessee,81,78.0,95.0,72.0,76.0,87.0,60.0,75.0,78.0,75.0,67.0,73.0,79.0,97.0,73.0,82.0,76.0,82.0,65.0,75.0,70.0,70.0,86.0,68.0,95.0,66.0,77.0,79.0,56.0,78.0,39.0,59.0,59.0,58.0,43.0,62.0,66.0,64.0,60.0,55.0,41.0,69.0,85.0,83.0,2641.0,bronze,,,silver,silver,,,,,,,bronze,bronze,silver,,,,bronze,,,,,,,,,,,,,,,,,,,,,silver,,Great,,Wing,24.75187459050208
