Unnamed: 0,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
354,Pascal Siakam,Cameroon,Unknown,Indiana Pacers,43,PF,C,2-Way Slashing Stretch Four,"6'8""",203,230.0,104.0,"7'3""",221.0,0.0,9.0,"April 2, 1994","Douala, Cameroon",New Mexico State,89,86.0,97.0,82.0,82.0,74.0,85.0,98.0,80.0,76.0,78.0,70.0,79.0,95.0,80.0,82.0,83.0,80.0,80.0,80.0,88.0,88.0,89.0,68.0,90.0,72.0,72.0,79.0,69.0,79.0,61.0,73.0,86.0,79.0,41.0,55.0,86.0,82.0,80.0,61.0,53.0,69.0,80.0,88.0,2900.0,Unknown,Unknown,Unknown,bronze,Unknown,bronze,bronze,bronze,gold,Unknown,Unknown,bronze,bronze,bronze,Unknown,bronze,Unknown,Unknown,bronze,silver,Unknown,Unknown,silver,Unknown,silver,Unknown,Unknown,bronze,silver,Unknown,bronze,bronze,silver,Unknown,gold,bronze,Unknown,Unknown,Unknown,silver
355,Pat Connaughton,United States,Unknown,Charlotte Hornets,24,SG,SF,Rim Attacker,"6'5""",196,209.0,94.0,"6'9""",206.0,0.0,10.0,"January 6, 1993","Arlington, Massachusetts",Notre Dame,74,67.0,80.0,69.0,72.0,72.0,70.0,40.0,78.0,77.0,78.0,45.0,95.0,80.0,90.0,83.0,57.0,84.0,30.0,86.0,35.0,34.0,30.0,66.0,90.0,68.0,69.0,78.0,65.0,78.0,49.0,60.0,35.0,75.0,32.0,57.0,74.0,75.0,70.0,53.0,43.0,63.0,40.0,77.0,2386.0,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze
356,Patrick Williams,United States,Unknown,Chicago Bulls,44,PF,Unknown,Stretch Four,"6'7""",201,215.0,97.0,"6'11""",211.0,0.0,5.0,"August 26, 2001","Charlotte, North Carolina",Florida State,76,71.0,72.0,73.0,77.0,73.0,50.0,80.0,76.0,70.0,74.0,64.0,77.0,88.0,75.0,81.0,56.0,68.0,60.0,65.0,44.0,42.0,40.0,45.0,80.0,59.0,60.0,70.0,64.0,62.0,40.0,65.0,70.0,76.0,41.0,57.0,80.0,65.0,65.0,49.0,40.0,57.0,80.0,82.0,2407.0,bronze,Unknown,Unknown,gold,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown
357,Paul George,United States,Unknown,Philadelphia 76ers,8,SF,PF,2-Way Wing Creator,"6'8""",203,220.0,99.0,"6'11""",211.0,0.0,15.0,"May 2, 1990","Palmdale, California",Fresno State,81,77.0,82.0,88.0,80.0,81.0,60.0,70.0,84.0,79.0,87.0,70.0,88.0,95.0,75.0,93.0,66.0,82.0,55.0,85.0,40.0,70.0,75.0,40.0,80.0,78.0,78.0,87.0,79.0,75.0,70.0,78.0,79.0,84.0,86.0,55.0,82.0,80.0,80.0,52.0,35.0,68.0,45.0,90.0,2748.0,silver,bronze,Unknown,silver,silver,Unknown,bronze,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,bronze,bronze,Unknown,Unknown,bronze,bronze,silver,Unknown,Unknown,silver,bronze,bronze,Unknown,silver,bronze,bronze,Unknown,silver,Unknown,Unknown,Unknown,Unknown,bronze,silver
358,Paul Reed,United States,Unknown,Detroit Pistons,7,C,PF,Inside the Arc Threat,"6'9""",206,210.0,95.0,"7'2""",218.0,0.0,5.0,"June 14, 1999","Orlando, Florida",DePaul,74,69.0,79.0,85.0,73.0,79.0,60.0,40.0,69.0,49.0,52.0,62.0,65.0,80.0,95.0,80.0,73.0,69.0,80.0,75.0,70.0,70.0,70.0,64.0,85.0,48.0,48.0,52.0,41.0,44.0,55.0,64.0,69.0,43.0,86.0,87.0,66.0,58.0,40.0,64.0,63.0,64.0,60.0,75.0,2433.0,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,silver,silver,Unknown,silver,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,silver,gold,Unknown,Unknown,gold
359,Payton Pritchard,United States,Unknown,Boston Celtics,11,PG,Unknown,3-Level Scoring Threat,"6'1""",185,195.0,88.0,"6'4""",193.0,0.0,5.0,"January 28, 1998","Tualatin, Oregon",Oregon Ducks,81,91.0,99.0,80.0,85.0,85.0,98.0,98.0,71.0,75.0,75.0,41.0,66.0,84.0,78.0,81.0,50.0,85.0,25.0,35.0,40.0,46.0,35.0,60.0,75.0,78.0,84.0,82.0,75.0,82.0,65.0,46.0,36.0,60.0,43.0,40.0,60.0,45.0,35.0,49.0,50.0,48.0,98.0,84.0,2433.0,silver,silver,silver,gold,silver,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,bronze,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
360,Pelle Larsson,Sweden,Unknown,Miami Heat,9,SG,SF,3 & D Threat,"6'5""",196,215.0,97.0,"6'9""",206.0,0.0,1.0,"February 23, 2001","Nacka, Sweden",Arizona,75,75.0,79.0,78.0,78.0,67.0,75.0,75.0,79.0,87.0,80.0,55.0,79.0,85.0,85.0,80.0,56.0,68.0,45.0,75.0,38.0,44.0,42.0,52.0,80.0,59.0,52.0,62.0,74.0,65.0,44.0,57.0,52.0,65.0,66.0,47.0,60.0,57.0,50.0,46.0,45.0,47.0,98.0,77.0,2408.0,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
361,Pete Nance,United States,Unknown,Milwaukee Bucks,35,PF,C,Stretch Four,"6'10""",208,230.0,104.0,"7'2""",218.0,0.0,2.0,"February 19, 2000","Akron, Ohio",North Carolina,67,65.0,73.0,70.0,84.0,76.0,50.0,35.0,74.0,63.0,57.0,69.0,75.0,85.0,85.0,83.0,64.0,70.0,75.0,75.0,70.0,54.0,60.0,40.0,70.0,47.0,47.0,52.0,49.0,50.0,35.0,54.0,60.0,48.0,50.0,61.0,60.0,60.0,40.0,67.0,64.0,70.0,30.0,78.0,2273.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
362,Peyton Watson,United States,Unknown,Denver Nuggets,8,PF,SF,Versatile Defender,"6'7""",201,200.0,90.0,"6'11""",211.0,0.0,3.0,"September 11, 2002","Beverly Hills, California",UCLA,77,69.0,77.0,49.0,79.0,71.0,80.0,60.0,77.0,77.0,80.0,55.0,82.0,88.0,75.0,80.0,58.0,74.0,60.0,65.0,44.0,42.0,40.0,40.0,95.0,60.0,60.0,70.0,76.0,62.0,33.0,74.0,78.0,78.0,42.0,85.0,80.0,78.0,80.0,47.0,41.0,53.0,70.0,80.0,2479.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold
363,PJ Hall,United States,Unknown,Memphis Grizzlies,13,C,PF,Promising Prospect,"6'10""",208,245.0,110.0,"7'2""",218.0,0.0,1.0,"February 21, 2002","Spartanburg, South Carolina",Clemson,68,64.0,75.0,72.0,71.0,78.0,50.0,40.0,75.0,73.0,52.0,70.0,82.0,87.0,80.0,80.0,65.0,68.0,75.0,75.0,60.0,60.0,60.0,49.0,70.0,51.0,48.0,60.0,59.0,52.0,37.0,52.0,55.0,47.0,50.0,60.0,55.0,57.0,40.0,56.0,52.0,60.0,50.0,77.0,2286.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
364,P.J. Washington,United States,Unknown,Dallas Mavericks,25,PF,C,Catch & Shoot Ace,"6'7""",201,230.0,104.0,"7'3""",221.0,0.0,6.0,"August 23, 1998","Louisville, Kentucky",Kentucky,81,75.0,81.0,59.0,82.0,74.0,85.0,70.0,77.0,75.0,75.0,68.0,69.0,85.0,85.0,79.0,75.0,75.0,65.0,80.0,68.0,70.0,71.0,74.0,95.0,57.0,55.0,70.0,63.0,60.0,39.0,56.0,62.0,52.0,46.0,67.0,64.0,62.0,40.0,64.0,49.0,79.0,98.0,81.0,2572.0,Unknown,Unknown,Unknown,silver,Unknown,gold,Unknown,Unknown,Unknown,gold,silver,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze,Unknown,gold
365,Quentin Grimes,United States,Unknown,Philadelphia 76ers,5,SG,SF,2-Way 3-Level Shot Creator,"6'5""",196,210.0,95.0,"6'8""",203.0,0.0,4.0,"May 8, 2000","Houston, Texas",Kansas,81,82.0,82.0,79.0,84.0,74.0,75.0,95.0,79.0,86.0,86.0,63.0,75.0,85.0,80.0,80.0,60.0,84.0,25.0,70.0,39.0,58.0,42.0,78.0,80.0,74.0,70.0,79.0,79.0,75.0,65.0,67.0,46.0,83.0,53.0,50.0,80.0,78.0,80.0,51.0,41.0,61.0,85.0,85.0,2630.0,gold,bronze,Unknown,gold,gold,Unknown,bronze,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,silver,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,bronze
366,Quinten Post,Netherlands,Unknown,Golden State Warriors,21,C,Unknown,3-Level Scoring Threat,"7'0""",213,245.0,110.0,"7'4""",224.0,0.0,1.0,"March 21, 2000","Amsterdam, Netherlands",Boston College,77,82.0,94.0,80.0,84.0,86.0,80.0,70.0,60.0,47.0,33.0,70.0,40.0,80.0,70.0,80.0,65.0,69.0,75.0,65.0,67.0,62.0,65.0,40.0,80.0,48.0,59.0,43.0,32.0,60.0,47.0,50.0,62.0,33.0,40.0,63.0,60.0,45.0,50.0,65.0,52.0,77.0,80.0,79.0,2319.0,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,bronze,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,bronze,silver,Unknown,Unknown
367,Rayan Rupert,France,Unknown,Portland Trail Blazers,21,SG,SF,Rim Attacker,"6'6""",198,185.0,83.0,"7'2""",218.0,0.0,2.0,"May 31, 2004","Strasbourg, France",New Zealand Breakers,72,69.0,63.0,63.0,70.0,75.0,80.0,65.0,73.0,67.0,72.0,52.0,69.0,88.0,85.0,80.0,54.0,82.0,45.0,70.0,40.0,44.0,42.0,40.0,70.0,61.0,68.0,72.0,65.0,68.0,34.0,59.0,53.0,70.0,43.0,45.0,70.0,70.0,65.0,52.0,57.0,46.0,95.0,77.0,2360.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
368,RayJ Dennis,United States,Unknown,Indiana Pacers,10,PG,SG,Ball Hawk,"6'2""",188,180.0,81.0,"6'6""",198.0,0.0,1.0,"March 30, 2001",Unknown,Baylor,67,66.0,72.0,74.0,73.0,73.0,60.0,45.0,74.0,79.0,80.0,42.0,75.0,85.0,75.0,80.0,48.0,71.0,25.0,55.0,33.0,34.0,33.0,47.0,84.0,69.0,68.0,70.0,79.0,69.0,61.0,54.0,44.0,67.0,68.0,35.0,62.0,55.0,45.0,38.0,32.0,44.0,60.0,72.0,2226.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
369,Reece Beekman,United States,Unknown,Denver Nuggets,4,PG,SG,Steady Playmaker,"6'3""",191,195.0,88.0,"6'7""",201.0,0.0,1.0,"October 8, 2001","Milwaukee, Wisconsin",Virginia,69,61.0,78.0,71.0,62.0,75.0,50.0,30.0,75.0,91.0,88.0,35.0,67.0,82.0,85.0,80.0,40.0,68.0,25.0,25.0,28.0,28.0,30.0,38.0,76.0,73.0,72.0,70.0,80.0,72.0,69.0,62.0,30.0,75.0,76.0,52.0,74.0,60.0,70.0,39.0,37.0,40.0,60.0,74.0,2223.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
370,Reed Sheppard,United States,Unknown,Houston Rockets,15,PG,SG,3 & D Threat,"6'3""",191,180.0,81.0,"6'7""",201.0,0.0,1.0,"June 24, 2004","London, Kentucky",Kentucky,72,68.0,64.0,72.0,76.0,84.0,60.0,50.0,84.0,90.0,89.0,56.0,87.0,93.0,95.0,80.0,53.0,70.0,25.0,70.0,44.0,45.0,40.0,42.0,90.0,72.0,76.0,76.0,84.0,75.0,51.0,68.0,54.0,78.0,63.0,66.0,70.0,77.0,70.0,41.0,40.0,41.0,70.0,81.0,2494.0,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
371,Riley Minix,United States,Unknown,San Antonio Spurs,27,SF,PF,Catch & Shoot Threat,"6'7""",201,230.0,104.0,"6'11""",211.0,0.0,0.0,"September 22, 2000","Vero Beach, Florida",Unknown,67,65.0,69.0,71.0,76.0,83.0,50.0,40.0,70.0,60.0,60.0,58.0,70.0,80.0,80.0,80.0,55.0,62.0,45.0,60.0,54.0,54.0,54.0,40.0,70.0,50.0,54.0,55.0,55.0,54.0,30.0,56.0,55.0,59.0,62.0,47.0,57.0,60.0,50.0,61.0,60.0,62.0,50.0,72.0,2198.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
372,R.J. Barrett,Canada,Unknown,Toronto Raptors,9,SF,SG,2-Way 3-Level Shot Creator,"6'6""",198,214.0,96.0,"6'10""",208.0,0.0,6.0,"July 14, 2000","Toronto, Canada",Duke,82,80.0,84.0,80.0,78.0,65.0,85.0,90.0,83.0,84.0,84.0,76.0,82.0,95.0,80.0,80.0,71.0,88.0,45.0,80.0,52.0,55.0,79.0,80.0,85.0,80.0,79.0,83.0,82.0,84.0,73.0,65.0,58.0,82.0,40.0,47.0,79.0,74.0,75.0,56.0,42.0,70.0,55.0,86.0,2736.0,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,silver,Unknown,bronze,Unknown,silver,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,bronze,bronze,Unknown,Unknown,bronze,silver,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze
373,Rob Dillingham,United States,Unknown,Minnesota Timberwolves,4,PG,SG,3PT Shot Creator,"6'2""",188,160.0,72.0,"6'6""",198.0,0.0,1.0,"January 4, 2005","Hickory, North Carolina",Kentucky,75,74.0,87.0,60.0,80.0,73.0,75.0,70.0,79.0,91.0,86.0,39.0,85.0,90.0,85.0,80.0,54.0,77.0,30.0,75.0,37.0,39.0,39.0,45.0,90.0,79.0,69.0,90.0,91.0,68.0,75.0,49.0,34.0,63.0,56.0,25.0,57.0,58.0,50.0,41.0,38.0,44.0,80.0,83.0,2414.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
374,Robert Williams III,United States,Unknown,Portland Trail Blazers,35,C,PF,Paint Beast,"6'9""",206,237.0,107.0,"7'6""",229.0,0.0,7.0,"October 17, 1997","Shreveport, Louisiana",Texas A&M,81,66.0,96.0,69.0,25.0,81.0,60.0,65.0,78.0,71.0,64.0,83.0,75.0,80.0,90.0,81.0,69.0,82.0,90.0,75.0,60.0,50.0,65.0,54.0,75.0,48.0,57.0,48.0,38.0,62.0,36.0,76.0,86.0,40.0,53.0,95.0,88.0,85.0,85.0,80.0,74.0,86.0,50.0,83.0,2557.0,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,silver,Unknown,bronze,silver,gold,silver,Unknown,gold
375,Rocco Zikarsky,Australia,Unknown,Minnesota Timberwolves,44,C,Unknown,Unknown,"7'3""",221,0.0,0.0,Unknown,0.0,0.0,0.0,"July 11, 2006","Queensland, Australia",Australia,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
376,Ronald Holland II,United States,Unknown,Detroit Pistons,0,SF,PF,Rim Attacker,"6'8""",203,206.0,93.0,"7'0""",213.0,0.0,1.0,"July 7, 2005","Duncanville, Texas",NBA G League Ignite,76,76.0,98.0,70.0,59.0,79.0,90.0,60.0,79.0,85.0,86.0,59.0,80.0,90.0,75.0,80.0,57.0,84.0,55.0,80.0,40.0,42.0,42.0,35.0,80.0,62.0,60.0,75.0,79.0,60.0,37.0,61.0,65.0,70.0,56.0,51.0,67.0,65.0,55.0,53.0,42.0,64.0,95.0,83.0,2493.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
377,Royce O’Neale,United States,Unknown,Phoenix Suns,0,SF,PF,2-Way Stretch Four,"6'6""",198,226.0,102.0,"6'10""",208.0,0.0,10.0,"June 5, 1993","Killeen, Texas",Baylor,77,74.0,65.0,70.0,86.0,73.0,75.0,75.0,74.0,62.0,83.0,67.0,65.0,80.0,80.0,82.0,63.0,80.0,55.0,70.0,54.0,52.0,59.0,59.0,75.0,60.0,60.0,68.0,62.0,63.0,47.0,69.0,68.0,80.0,53.0,56.0,80.0,68.0,75.0,55.0,41.0,69.0,70.0,78.0,2505.0,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,silver
378,Rudy Gobert,France,Unknown,Minnesota Timberwolves,27,C,Unknown,Defensive Anchor,"7'1""",216,258.0,116.0,"7'9""",236.0,0.0,12.0,"June 26, 1992","Saint-Quentin, France",France,84,59.0,64.0,54.0,25.0,68.0,85.0,60.0,75.0,48.0,65.0,87.0,57.0,90.0,95.0,81.0,71.0,60.0,90.0,75.0,65.0,58.0,65.0,70.0,85.0,44.0,68.0,35.0,25.0,58.0,34.0,78.0,95.0,64.0,40.0,80.0,95.0,74.0,95.0,84.0,83.0,84.0,90.0,87.0,2554.0,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,bronze,Unknown,bronze,Unknown,Unknown,bronze,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,hof,Unknown,gold,gold,silver,gold,Unknown,silver
379,Rui Hachimura,Japan,Unknown,Los Angeles Lakers,28,SF,PF,Shot-Creating 3-Level Threat,"6'8""",203,230.0,104.0,"7'2""",218.0,0.0,6.0,"February 8, 1998","Toyama, Japan",Gonzaga,81,84.0,83.0,83.0,85.0,77.0,85.0,90.0,80.0,72.0,74.0,79.0,80.0,90.0,85.0,80.0,74.0,73.0,80.0,80.0,74.0,70.0,72.0,60.0,85.0,55.0,51.0,72.0,67.0,54.0,32.0,50.0,60.0,54.0,40.0,53.0,59.0,50.0,35.0,54.0,50.0,57.0,85.0,82.0,2558.0,Unknown,Unknown,Unknown,bronze,Unknown,silver,Unknown,Unknown,Unknown,bronze,silver,Unknown,Unknown,Unknown,silver,Unknown,Unknown,bronze,silver,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,bronze
380,Ryan Dunn,United States,Unknown,Phoenix Suns,0,SF,PF,Versatile Stopper,"6'8""",203,208.0,94.0,"7'0""",213.0,0.0,1.0,"January 7, 2003","Brookville, New York",Virginia,77,69.0,97.0,66.0,75.0,48.0,70.0,60.0,82.0,83.0,90.0,65.0,79.0,88.0,90.0,80.0,54.0,75.0,55.0,80.0,38.0,37.0,37.0,30.0,80.0,57.0,60.0,69.0,69.0,55.0,31.0,72.0,76.0,80.0,42.0,67.0,80.0,80.0,80.0,59.0,58.0,59.0,75.0,80.0,2484.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown
